🌟公告🌟,#genre#
CCTV-13,http://push-rtmp-hs-spe-f5.douyincdn.com/live/tv13edc4rfv5tgb6yhn7ujm8ik9ol0p1qaz2ws6.flv
CCTV-14,http://push-rtmp-hs-spe-f5.douyincdn.com/live/tv14rfv5tgb6yhn7ujm8ik9ol0p1qaz2wsx3e.flv
CCTV-15,http://push-rtmp-hs-spe-f5.douyincdn.com/live/tv15tgb6yhn7ujm8ik9ol0p1qaz2wsx3edc4r.flv
CCTV-17,http://push-rtmp-hs-spe-f5.douyincdn.com/live/tv17ujm8ik9ol0p1qaz2wsx3edc4rfv5tgb6y.flv


辽宁
CCTV-01,http://124.93.18.238:9003//hls/1/index.m3u8
CCTV-03,http://124.93.18.238:9003//hls/3/index.m3u8
CCTV-04,http://124.93.18.238:9003//hls/4/index.m3u8
CCTV-05,http://124.93.18.238:9003//hls/5/index.m3u8
CCTV-5+,http://124.93.18.238:9003//hls/18/index.m3u8
CCTV-06,http://124.93.18.238:9003//hls/6/index.m3u8
CCYV-07,http://124.93.18.238:9003//hls/7/index.m3u8
CCTV-08,http://124.93.18.238:9003//hls/8/index.m3u8
CCTV-09,http://124.93.18.238:9003//hls/9/index.m3u8
CCTV-10,http://124.93.18.238:9003//hls/10/index.m3u8
CCTV-11,http://124.93.18.238:9003//hls/11/index.m3u8
CCTV-12,http://124.93.18.238:9003//hls/12/index.m3u8
CCTV-13,http://124.93.18.238:9003//hls/13/index.m3u8
CCTV-14,http://124.93.18.238:9003//hls/14/index.m3u8
CCTV-15,http://124.93.18.238:9003//hls/15/index.m3u8
CCTV-16,http://124.93.18.238:9003//hls/16/index.m3u8
CCTV-17,http://124.93.18.238:9003//hls/17/index.m3u8
北京卫视,http://124.93.18.238:9003//hls/21/index.m3u8
东方卫视,http://124.93.18.238:9003//hls/23/index.m3u8
浙江卫视,http://124.93.18.238:9003//hls/27/index.m3u8
江苏卫视,http://124.93.18.238:9003//hls/28/index.m3u8
湖南卫视,http://124.93.18.238:9003//hls/30/index.m3u8
广东卫视,http://124.93.18.238:9003//hls/34/index.m3u8
天津卫视,http://124.93.18.238:9003//hls/22/index.m3u8
安徽卫视,http://124.93.18.238:9003//hls/29/index.m3u8
山东卫视,http://124.93.18.238:9003//hls/32/index.m3u8
辽宁卫视,http://124.93.18.238:9003//hls/19/index.m3u8
河北卫视,http://124.93.18.238:9003//hls/38/index.m3u8
河南卫视,http://124.93.18.238:9003//hls/39/index.m3u8
江西卫视,http://124.93.18.238:9003//hls/37/index.m3u8
湖北卫视,http://124.93.18.238:9003//hls/36/index.m3u8
四川卫视,http://124.93.18.238:9003//hls/40/index.m3u8
重庆卫视,http://124.93.18.238:9003//hls/24/index.m3u8
贵州卫视,http://124.93.18.238:9003//hls/31/index.m3u8
广西卫视,http://124.93.18.238:9003//hls/35/index.m3u8
辽宁新闻,http://124.93.18.238:9003//hls/20/index.m3u8
辽宁体育,http://124.93.18.238:9003//hls/25/index.m3u8
辽宁经济,http://124.93.18.238:9003//hls/26/index.m3u8



山西
CCTV-01,http://183.184.10.34:9003//hls/1/index.m3u8
CCTV-02,http://183.184.10.34:9003//hls/2/index.m3u8
CCTV-04,http://183.184.10.34:9003//hls/4/index.m3u8
CCTV-05,http://183.184.10.34:9003//hls/5/index.m3u8
CCTV-06,http://183.184.10.34:9003//hls/7/index.m3u8
CCTV-08,http://183.184.10.34:9003//hls/9/index.m3u8
CCTV-09,http://183.184.10.34:9003//hls/10/index.m3u8
CCTV-10,http://183.184.10.34:9003//hls/11/index.m3u8
CCTV-12,http://183.184.10.34:9003//hls/13/index.m3u8
CCTV-14,http://183.184.10.34:9003//hls/15/index.m3u8
CCTV-16,http://183.184.10.34:9003//hls/17/index.m3u8
CCTV-17,http://183.184.10.34:9003//hls/18/index.m3u8
北京卫视,http://183.184.10.34:9003//hls/20/index.m3u8
东方卫视,http://183.184.10.34:9003//hls/23/index.m3u8
江苏卫视,http://183.184.10.34:9003//hls/35/index.m3u8
湖南卫视,http://183.184.10.34:9003//hls/33/index.m3u8
广东卫视,http://183.184.10.34:9003//hls/26/index.m3u8
安徽卫视,http://183.184.10.34:9003//hls/21/index.m3u8
山西卫视,http://183.184.10.34:9003//hls/19/index.m3u8
辽宁卫视,http://183.184.10.34:9003//hls/37/index.m3u8
河北卫视,http://183.184.10.34:9003//hls/29/index.m3u8
河南卫视,http://183.184.10.34:9003//hls/30/index.m3u8
江西卫视,http://183.184.10.34:9003//hls/36/index.m3u8
湖北卫视,http://183.184.10.34:9003//hls/32/index.m3u8
重庆卫视,http://183.184.10.34:9003//hls/22/index.m3u8
广西卫视,http://183.184.10.34:9003//hls/27/index.m3u8
东南卫视,http://183.184.10.34:9003//hls/24/index.m3u8
海南卫视,http://183.184.10.34:9003//hls/28/index.m3u8
吉林卫视,http://183.184.10.34:9003//hls/34/index.m3u8
黑龙江视,http://183.184.10.34:9003//hls/31/index.m3u8




🌟央卫③V4,#genre#

CCTV-01_ITV,http://lu.wqwqwq.sbs/itv/1000000005000265001.m3u8?cdn=ystenlive
CCTV-02_ITV,http://lu.wqwqwq.sbs/itv/1000000001000023315.m3u8?cdn=ystenlive
CCTV-03_ITV,http://lu.wqwqwq.sbs/itv/1000000005000265003.m3u8?cdn=ystenlive
CCTV-04_ITV,http://lu.wqwqwq.sbs/itv/1000000005000265004.m3u8?cdn=ystenlive
CCTV-05_ITV,http://lu.wqwqwq.sbs/itv/1000000005000265005.m3u8?cdn=ystenlive
CCTV-5+_ITV,http://lu.wqwqwq.sbs/itv/1000000005000265016.m3u8?cdn=ystenlive
CCTV-06_ITV,http://lu.wqwqwq.sbs/itv/1000000005000265006.m3u8?cdn=ystenlive
CCTV-07_ITV,http://lu.wqwqwq.sbs/itv/1000000005000265007.m3u8?cdn=ystenlive
CCTV-08_ITV,http://lu.wqwqwq.sbs/itv/1000000005000265008.m3u8?cdn=ystenlive
CCTV-09_ITV,http://lu.wqwqwq.sbs/itv/1000000005000265009.m3u8?cdn=ystenlive
CCTV-10_ITV,http://lu.wqwqwq.sbs/itv/1000000005000265010.m3u8?cdn=ystenlive
CCTV-11_ITV,http://lu.wqwqwq.sbs/itv/1000000005000265011.m3u8?cdn=ystenlive
CCTV-12_ITV,http://lu.wqwqwq.sbs/itv/1000000005000265012.m3u8?cdn=ystenlive
CCTV-14_ITV,http://lu.wqwqwq.sbs/itv/1000000005000265013.m3u8?cdn=ystenlive
CCTV-15_ITV,http://lu.wqwqwq.sbs/itv/1000000005000265014.m3u8?cdn=ystenlive
CCTV-16_ITV,http://lu.wqwqwq.sbs/itv/1000000006000233002.m3u8?cdn=ystenlive
CCTV-17_ITV,http://lu.wqwqwq.sbs/itv/1000000005000265015.m3u8?cdn=ystenlive
CHC动作电影,http://eastscreen.tv/ooooo.php?id=chcdz
CHC家庭影院,http://eastscreen.tv/ooooo.php?id=chcjt
CHC影迷电影,http://eastscreen.tv/ooooo.php?id=chchd
中国天气_ITV,http://lu.wqwqwq.sbs/itv/5000000005000031974.m3u8?cdn=bestzb
广东珠江_ITV,http://lu.wqwqwq.sbs/itv/2000000003000000033.m3u8?cdn=hnbblive
北京卫视_ITV,http://lu.wqwqwq.sbs/itv/1000000005000265027.m3u8?cdn=ystenlive
东方卫视_ITV,http://lu.wqwqwq.sbs/itv/1000000005000265018.m3u8?cdn=ystenlive
浙江卫视_ITV,http://lu.wqwqwq.sbs/itv/1000000005000265031.m3u8?cdn=ystenlive
江苏卫视_ITV,http://lu.wqwqwq.sbs/itv/1000000005000265030.m3u8?cdn=ystenlive
湖南卫视_ITV,http://lu.wqwqwq.sbs/itv/1000000005000265024.m3u8?cdn=ystenlive
广东卫视_ITV,http://lu.wqwqwq.sbs/itv/1000000005000265034.m3u8?cdn=ystenlive
深圳卫视_ITV,http://lu.wqwqwq.sbs/itv/1000000005000265028.m3u8?cdn=ystenlive
天津卫视_ITV,http://lu.wqwqwq.sbs/itv/1000000005000265026.m3u8?cdn=ystenlive
安徽卫视_ITV,http://lu.wqwqwq.sbs/itv/1000000005000265025.m3u8?cdn=ystenlive
山东卫视_ITV,http://lu.wqwqwq.sbs/itv/1000000005000265019.m3u8?cdn=ystenlive
辽宁卫视_ITV,http://lu.wqwqwq.sbs/itv/1000000005000265022.m3u8?cdn=ystenlive
江西卫视_ITV,http://lu.wqwqwq.sbs/itv/1000000005000265032.m3u8?cdn=ystenlive
湖北卫视_ITV,http://lu.wqwqwq.sbs/itv/1000000005000265023.m3u8?cdn=ystenlive
重庆卫视_ITV,http://lu.wqwqwq.sbs/itv/1000000005000265017.m3u8?cdn=ystenlive
东南卫视_ITV,http://lu.wqwqwq.sbs/itv/1000000005000265033.m3u8?cdn=ystenlive
青海卫视_ITV,http://lu.wqwqwq.sbs/itv/1000000002000013359.m3u8?cdn=ystenlive
黑龙江视_ITV,http://lu.wqwqwq.sbs/itv/1000000001000001925.m3u8?cdn=ystenlive


CCTV1,http://ttkx.cc:1380/公开源/mg9.php?id=cctv1
CCTV2,http://ttkx.cc:1380/公开源/mg9.php?id=cctv2
CCTV3,http://ttkx.cc:1380/公开源/mg9.php?id=cctv3
CCTV4,http://ttkx.cc:1380/公开源/mg9.php?id=cctv4
CCTV5,http://ttkx.cc:1380/公开源/mg9.php?id=cctv5
CCTV5+,http://ttkx.cc:1380/公开源/mg9.php?id=cctv5p
CCTV6,http://ttkx.cc:1380/公开源/mg9.php?id=cctv6
CCTV7,http://ttkx.cc:1380/公开源/mg9.php?id=cctv7
CCTV8,http://ttkx.cc:1380/公开源/mg9.php?id=cctv8
CCTV9,http://ttkx.cc:1380/公开源/mg9.php?id=cctv9
CCTV10,http://ttkx.cc:1380/公开源/mg9.php?id=cctv10
CCTV11,http://ttkx.cc:1380/公开源/mg9.php?id=cctv11
CCTV12,http://ttkx.cc:1380/公开源/mg9.php?id=cctv12
CCTV13,http://ttkx.cc:1380/公开源/mg9.php?id=cctv13
CCTV14,http://ttkx.cc:1380/公开源/mg9.php?id=cctv14
CCTV15,http://ttkx.cc:1380/公开源/mg9.php?id=cctv15
CCTV17,http://ttkx.cc:1380/公开源/mg9.php?id=cctv17

CGT西语,http://ttkx.cc:1380/公开源/mg9.php?id=cgtne
CGT法语,http://ttkx.cc:1380/公开源/mg9.php?id=cgtnf
发现之旅,http://ttkx.cc:1380/公开源/mg9.php?id=fxzl
中学生台,http://ttkx.cc:1380/公开源/mg9.php?id=zxs
广东卫视,http://ttkx.cc:1380/公开源/mg9.php?id=gdws
江苏教育,http://ttkx.cc:1380/公开源/mg9.php?id=jsjy
军事大片,http://ttkx.cc:1380/公开源/mg9.php?id=jsdp






🌟中国巷奥,#genre#
鳯凰中文,http://dns.yiandrive.com:15907/phenix/fhzw
鳯凰中文,http://220.133.220.232:8578/http/220.130.87.218:8078/hls/21/80/phoenixch.m3u8
鳯凰中文,http://122.117.71.103:8574/http/61.222.53.250:8078/hls/21/80/phoenixch.m3u8
鳯凰中文,http://124.231.212.56:9999/tsfile/live/1106_1.m3u8


鳯凰資訊,http://dns.yiandrive.com:15907/phenix/fhzx
鳯凰資訊,http://220.133.220.232:8577/http/220.130.87.218:8078/hls/20/80/phoenixif.m3u8
鳯凰資訊,http://122.117.71.103:8573/http/61.222.53.250:8078/hls/20/80/phoenixif.m3u8
鳯凰資訊,http://124.231.212.56:9999/tsfile/live/1105_1.m3u8



鳳凰香港,http://139.196.228.200:5678/公众号搞机大师/fhx.php?id=hk
鳳凰香港,http://dns.yiandrive.com:15907/phenix/fhhk
翡翠频道,http://php.jdshipin.com/smt.php?id=jade_twn
翡翠华丽,http://php.jdshipin.com/smt.php?id=Tvbjade
无线星河,http://php.jdshipin.com/smt.php?id=Xinhe
無綫新聞,http://php.jdshipin.com:8880/smt.php?id=inews_twn
無綫新聞,http://8hb85846je10.vicp.fun:5000/bysid/83
鳳凰香港,http://8hb85846je10.vicp.fun:5000/bysid/85
翡翠频道,http://8hb85846je10.vicp.fun:8001/bysid/1
明珠频道,http://8hb85846je10.vicp.fun:5000/bysid/2
翡翠频道,http://qjrhc.jydjd.top:2911/udp/224.1.100.121:11111
翡翠频道,http://qjrhc.jydjd.top:2911/udp/224.1.100.122:11111
明珠频道,http://qjrhc.jydjd.top:2911/udp/224.1.100.123:11111
明珠频道,http://qjrhc.jydjd.top:2911/udp/224.1.100.124:11111
TVB Plus,http://8hb85846je10.vicp.fun:5000/bysid/82
TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=j2
ViuTVsix,http://8hb85846je10.vicp.fun:8001/bysid/96
ViuTV台,http://8hb85846je10.vicp.fun:8001/bysid/99
香港33台,https://rthktv33-live.akamaized.net:443/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8
香港33台,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8
香港34台,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8
香港35台,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
耀才财经,https://v3.mediacast.hk/webcast/bshdlive-pc/chunklist_w99771165.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
AMCEAS,http://fl5.moveonjoy.com/AMC_NETWORK/index.m3u8




凤凰资讯,http://cdn5.1678520.xyz/live/live2.1.php?id=fhzx
凤凰中文,http://cdn5.1678520.xyz/live/live2.1.php?id=fhzw
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰卫视,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
星空卫视,http://ali.hlspull.yximgs.com/live/facf94ac3441dc4e5f8e48d1eeb18045.flv
星空卫视,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
Now爆谷,http://205.185.123.236:8899/1/baogutai/baogu.m3u8
无线翡翠,http://php.jdshipin.com/smt.php?id=jade_twn
无线翡翠,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
无线华丽,http://php.jdshipin.com/smt.php?id=Tvbjade
无线华丽,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali
新视觉HD,http://120.76.248.139/live/bfgd/4200000249.m3u8
凤凰电影,http://home.js001.com:7777/stream/channelid/884059847?profile=pass
Astro AEC,http://aktv.top/AKTV/live/aktv3/astroaec/AKTV.m3u8
星空卫视,http://wouu.net:9977/udp/239.93.0.156:2193

无线星河,http://php.jdshipin.com/smt.php?id=Xinhe
无线星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
千禧经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc
美亚电影频粤,http://php.jdshipin.com:8880/TVOD/iptv.php?id=meiya
重温经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
Astr剧集,http://php.jdshipin.com:8880/TVOD/iptv.php?id=aod
RTHK-33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream04/streamPlaylist.m3u8
RTHK-34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8
RTHK-35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
香港_C+_,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
澳门莲花,http://php.jdshipin.com:8880/amlh.php
澳视澳门,http://grandprix2023.asuscomm.com:8891/bysid/91.m3u8
澳视葡语,http://grandprix2023.asuscomm.com:8891/bysid/92.m3u8
澳门资讯,http://grandprix2023.asuscomm.com:8891/bysid/94.m3u8
澳门mac,http://grandprix2023.asuscomm.com:8891/bysid/96.m3u8
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
NHK新闻英,http://61.221.215.25:8800/hls/51/index.m3u8
龍祥电影,http://ali.hlspull.yximgs.com/live/62cde5be2b387b5d597a671c341e31a5.flv



🌟秒巷奥苔,#genre#

香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8


凤凰中文,http://ali.hlspull.yximgs.com/live/4a2132520e3a2caf57ac2fd56987e811.flv
凤凰资讯,http://ali.hlspull.yximgs.com/live/90938f91c9ab4630877b580ff30f2ee7.flv
凤凰香港台,http://ali.hlspull.yximgs.com/live/cb7eb820b9c35146a26071d705d80940.flv
无线新闻台,http://ali.hlspull.yximgs.com/live/3b2674d8f1957974c940390603a3bdf7.flv
娱乐新闻台,http://ali.hlspull.yximgs.com/live/803243cdb11e05f822c5e4109a52fc5a.flv
翡翠台,http://ali.hlspull.yximgs.com/live/3386c067b6df4f155be0499edfc7c1f9.flv
明珠台,http://ali.hlspull.yximgs.com/live/61c487667f64d9bc16e4851557f6fee6.flv
翡翠剧集,http://ali.hlspull.yximgs.com/live/99b9b89054c40e2d4c9bf2f25b20276e.flv
明珠剧集,http://ali.hlspull.yximgs.com/live/4fbeb77259b47dfcb530bcb9e11499b9.flv
黄金华剧台,http://ali.hlspull.yximgs.com/live/a20a857160797fc85c6d170eb1b008dd.flv
TVB星河台,http://ali.hlspull.yximgs.com/live/b75ea5ea157608973630116fced063ba.flv
TVB Plus,http://ali.hlspull.yximgs.com/live/5268316065b06b30fb754fd73c743f13.flv
星空衛視,http://ali.hlspull.yximgs.com/live/4ffed3316ade30d1ddb4555d7c24b472.flv
Now爆谷台,http://ali.hlspull.yximgs.com/live/33e0c7eef432f9e06de6f0bec6567f2b.flv
Now新闻台,http://ali.hlspull.yximgs.com/live/28a6d8108312d8e673ae317019a5f866.flv
Now财经台,http://ali.hlspull.yximgs.com/live/bfbc9f7aea96b52f77020888cf5ff95c.flv
Now星影台,http://ali.hlspull.yximgs.com/live/f77df83e79a4d0b8dbb4b87d2e324338.flv
HBO强档钜献,http://ali.hlspull.yximgs.com/live/2d68a763ca61bfc184d4cae0b9389141.flv
HBO原创钜献,http://ali.hlspull.yximgs.com/live/5d2a5a41d7754867d8f66ac360f186a2.flv
HBO温馨家庭,http://ali.hlspull.yximgs.com/live/3810be139a11edc003d48026e66c5a74.flv

台視,http://ali.hlspull.yximgs.com/live/1af042d5138ca2736337352900e11453.flv
中視,http://ali.hlspull.yximgs.com/live/14ece55adfc27dd4de62440628a575f7.flv
华視,http://ali.hlspull.yximgs.com/live/09adb8143c20586c74dd76b0edbc65e9.flv
民視,http://ali.hlspull.yximgs.com/live/171f548c7caa2a9a5aa005bdb96c9112.flv
公視,http://ali.hlspull.yximgs.com/live/603cfabb14ba15b0dde9bc9836308a81.flv
民視第一台,http://ali.hlspull.yximgs.com/live/4e829ba046be2cad6ecc524aa45efe3b.flv
民視影剧台,http://ali.hlspull.yximgs.com/live/e6b0eb06f181096c9984ff16aad7c741.flv
民視旅游台,http://ali.hlspull.yximgs.com/live/a790fc7c014459fce2ac3aef7f71aaeb.flv
民視综艺台,http://ali.hlspull.yximgs.com/live/cf8847354636340e7bf400fe5479cdbf.flv
民視新闻台,http://ali.hlspull.yximgs.com/live/45ff3694300eea9571a9aaf5c549249c.flv
民視台湾台,http://ali.hlspull.yximgs.com/live/09d3cdce29fbe04037260af0e0a772e4.flv
公視台语台,http://ali.hlspull.yximgs.com/live/cb0de4cdcd1098ad8392f9f4be1187ae.flv
公視戏剧台,http://ali.hlspull.yximgs.com/live/f596591bf4cff2b07a64999843a85193.flv
台視综合台,http://ali.hlspull.yximgs.com/live/dfcad17f293e84e39ebaad81d16bf9b3.flv
台湾戏剧台,http://ali.hlspull.yximgs.com/live/34a22f52d85ca299ceb352fa04997338.flv
台視新闻,http://ali.hlspull.yximgs.com/live/d0968ea3e7041a5ecc5320fe9e3e20de.flv
中視新闻台,http://ali.hlspull.yximgs.com/live/15e9db610103bc54623d2d594389633d.flv
中視经典台,http://ali.hlspull.yximgs.com/live/070c67f4a754b224e5858cc712c56ecb.flv
中視菁采台,http://ali.hlspull.yximgs.com/live/5dcf11451d17faada5610b4def3058b0.flv
中天新闻,http://ali.hlspull.yximgs.com/live/1630a35be3aabcd67eae681bc744cfcf.flv
中天CTl+,http://ali.hlspull.yximgs.com/live/dd92da84f6926a04d89629f626aff74c.flv
中天综合台,http://ali.hlspull.yximgs.com/live/1504229faa12a7fc8ca93e92cc27c6fb.flv
中天娱乐台,http://ali.hlspull.yximgs.com/live/e0387a8ace05a7e6f615b37b46fb4f76.flv

八大第一台,http://ali.hlspull.yximgs.com/live/fa8757f5660b2c49f1171fd8d516490e.flv

八大综合台,http://ali.hlspull.yximgs.com/live/1992d4e395933aaa9a20f9f9a2e53ec9.flv

八大娱乐台,http://ali.hlspull.yximgs.com/live/296c2e8724eece48b6efc717ce148951.flv
八大戏剧台,http://ali.hlspull.yximgs.com/live/d74d38709a9c92e127cd65768c7c8e40.flv
八大精彩台,http://ali.hlspull.yximgs.com/live/78fe4a30da0f3abd0e183246b2570a52.flv
三立都会台,http://ali.hlspull.yximgs.com/live/83ff4aa017a930b5191313a69cc8be39.flv
三立综合台,http://ali.hlspull.yximgs.com/live/4769292a27b7bf981ccf47bfde18a474.flv
三立戏剧台,http://ali.hlspull.yximgs.com/live/76804f44c63f8ef40865364305a9389e.flv
三立台湾台,http://ali.hlspull.yximgs.com/live/bb24999dbef48d163c8adfc3c81637bb.flv
三立新闻台,http://ali.hlspull.yximgs.com/live/09809a6f6a16362e7ee12675e9d18bed.flv
三立INEWS,http://ali.hlspull.yximgs.com/live/31c9e2dda3912f5e81475f49b91bd6c2.flv
TVBS,http://ali.hlspull.yximgs.com/live/53ca46d3fa85e75ee7ce27429060f949.flv
TVBS新闻台,http://ali.hlspull.yximgs.com/live/45a5a2713cfc2deb3021dcd308b5f14a.flv
TVBS欢乐台,http://ali.hlspull.yximgs.com/live/dbb2319963f19020416038c02b0a67dd.flv
TVBS精采台,http://ali.hlspull.yximgs.com/live/12c7b2af3e5fd8ee31a1918d9a22bf03.flv
ELTA日韩,http://ali.hlspull.yximgs.com/live/7bf75e3633a807e5414e48a99c6a831a.flv
ELTA综合,http://ali.hlspull.yximgs.com/live/b2bd1aecba04da80263f16da91e8ea19.flv
ELTA影剧,http://ali.hlspull.yximgs.com/live/11cfe7df4f05845f42ea3fc2c68fd93d.flv
ELTA娱乐,http://ali.hlspull.yximgs.com/live/ec21a709c0e49603d90334510a0133b5.flv
崋藝中文台,http://ali.hlspull.yximgs.com/live/8088abcdfe6c33716921b9d30d8b2496.flv
天映经典,http://ali.hlspull.yximgs.com/live/ccfb5ac3b1a51a4e3c4bb16142f4453f.flv

美亚电影台 国,http://ali.hlspull.yximgs.com/live/a1999f77433647bf780ce7bb45b7beeb.flv

美亚电影台 粤,http://ali.hlspull.yximgs.com/live/06e96e1e9325404204548f0014603ca7.flv

寰宇新闻台,http://ali.hlspull.yximgs.com/live/2e90c2d590345d97328d191509feea0c.flv
寰宇新闻台湾台,http://ali.hlspull.yximgs.com/live/a28137109f208bc999fe53507484ae8b.flv
年代新闻,http://ali.hlspull.yximgs.com/live/a605b742e32cbcb51e3b110628233cdb.flv
龙祥时代,http://ali.hlspull.yximgs.com/live/2cde36c37de1937715db7b5ba4ea0cfb.flv
龙华电影,http://ali.hlspull.yximgs.com/live/7038ad46c6f11618c2547d78650ca85f.flv
龙华戏剧,http://ali.hlspull.yximgs.com/live/1400eec69f9c998e7f05995fb0c022c3.flv
龙华影剧,http://ali.hlspull.yximgs.com/live/2d55f3fd092649d9123ad21601e6602a.flv
龙华洋片,http://ali.hlspull.yximgs.com/live/8fc8a7f453e0c108519390318e41e16a.flv
龙华经典,http://ali.hlspull.yximgs.com/live/aca851204800c94e6da89dd5ccf79cd6.flv
龙华偶像,http://ali.hlspull.yximgs.com/live/3d353a3d45c8f21be9d1a02ec991f9c1.flv
纬来电影,http://ali.hlspull.yximgs.com/live/54c2f8dc6b050a37fd088528fe4d7e01.flv
纬来综合,http://ali.hlspull.yximgs.com/live/2e2a7a8946efe59987fc75a71dc1cc02.flv
纬来日本,http://ali.hlspull.yximgs.com/live/2a1711fecb767bfb330537a67a132bc3.flv
东森电影,http://ali.hlspull.yximgs.com/live/bef4723882d51e7c44cba1aa334c804a.flv
东森洋片,http://ali.hlspull.yximgs.com/live/27382a40a40a7add06905afc82833b4b.flv
东森新闻,http://ali.hlspull.yximgs.com/live/87af7c8fa5dd1e0fad738feb8481994a.flv
东森超视,http://ali.hlspull.yximgs.com/live/6eb61209549e1a2e5ab75db2201b9e3a.flv
东森综合,http://ali.hlspull.yximgs.com/live/d6daeba13d36a6140b84584862dd59c6.flv
靖天综合台,http://ali.hlspull.yximgs.com/live/ab6f52e282fa8c6eff54fb9cb3ee2276.flv
靖天日本台,http://ali.hlspull.yximgs.com/live/5cf46246dc4f3ecd962ba5187683e545.flv
靖天卡通台,http://ali.hlspull.yximgs.com/live/235416268f39b42ec8764a1e2b4c12ae.flv
靖洋卡通台,http://ali.hlspull.yximgs.com/live/14858b1ce1bcc5e75f07857ca0461efd.flv
靖天电影台,http://ali.hlspull.yximgs.com/live/c8b9b5f327f3dbf0b2ec804f7e8b7961.flv
靖天戏剧台,http://ali.hlspull.yximgs.com/live/0877a061c31aee14f2fb22a59409cc18.flv
靖洋戏剧台,http://ali.hlspull.yximgs.com/live/c5a286ee56055d708b54ce02f3e562c6.flv
靖天育乐台,http://ali.hlspull.yximgs.com/live/665f37ffafe4bb32ba756cf9c08d0379.flv
靖天映画台,http://ali.hlspull.yximgs.com/live/f7e747b819d12db236a4e24893479b11.flv
靖天欢乐台,http://ali.hlspull.yximgs.com/live/9a59901fc73f78379bbc4f90446a68e3.flv


🌟粤巷奥苔,#genre#
汕头综合频道,http://219.128.36.215:8188/udp/239.253.43.45:5146
汕头经济生活,http://219.128.36.215:8188/udp/239.77.1.131:5146
汕头文旅体育,http://219.128.36.215:8188/udp/239.77.1.132:5146
揭阳综合频道,http://219.128.36.215:8188/udp/239.77.0.229:5146
揭阳生活频道,http://219.128.36.215:8188/udp/239.77.0.251:5146
广东珠江,http://14.112.86.85:4022/udp/239.77.0.1:5146
广东新闻,http://14.112.86.85:4022/udp/239.77.0.173:5146
广东民生,http://14.112.86.85:4022/udp/239.77.0.225:5146
广东体育,http://14.112.86.85:4022/udp/239.77.0.112:5146
广东体育,http://14.112.86.85:4022/udp/239.77.0.168:5146
广东影视,http://14.112.86.85:4022/udp/239.77.0.217:5146
广东珠江,http://125.90.252.38:4022/udp/239.77.0.1:5146
广东新闻,http://125.90.252.38:4022/udp/239.77.0.173:5146
广东民生,http://125.90.252.38:4022/udp/239.77.0.225:5146
广东体育,http://125.90.252.38:4022/udp/239.77.0.112:5146
广东影视,http://125.90.252.38:4022/udp/239.77.0.217:5146
广州综合,http://tencentplaygzrb01.gztv.com/live/zonghes.m3u8
广州新闻,http://tencentplaygzrb01.gztv.com/live/xinwen.m3u8
广州竞赛,http://tencentplaygzrb01.gztv.com/live/jingsai.m3u8
广州影视,http://tencentplaygzrb01.gztv.com/live/yingshi.m3u8
广州法治,http://tencentplaygzrb01.gztv.com/live/fazhi.m3u8
广州南国,http://tencentplaygzrb01.gztv.com/live/nanguodushi.m3u8
凤凰卫视,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰香港备,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
